,시,이름,매장명,주소
282,경기,메가커피,동탄산척중앙점,"경기 화성시 동탄산척로2가길 34 (산척동), 1층 101, 102호"
283,경기,메가커피,동탄서연점,"경기도 화성시 동탄대로4길 39 , 102호 (장지동 , 포트센트럴파크)"
284,경기,메가커피,동탄센트럴파크점,"경기 화성시 동탄지성로 102 (반송동, 하나로프라자), 1층 109,110호"
285,경기,메가커피,동탄여울공원점,"경기도 화성시 동탄감배산로 124-6, 1층 114호(오산동 , 이너매스여울숲)"
286,경기,메가커피,동탄영천점,경기도 화성시 지산1길 11-10
287,경기,메가커피,동탄영천중앙점,"경기 화성시 동탄영천로 81-5 (영천동), 114호"
288,경기,메가커피,동탄영천한백점,"경기 화성시 지산2길 34-1 (영천동), 1층 일부(102,103)호"
289,경기,메가커피,동탄우성르보아시티점,"경기도 화성시 동탄대로 557-9, B동 119호(오산동 , 우성르보아시티)"
290,경기,메가커피,동탄장지점,"경기도 화성시 동탄장지천6길 66, 1층일부(101,102)호(장지동)"
291,경기,메가커피,동탄카림3차점,"경기도 화성시 동탄순환대로 12번길 85, 카림애비뉴3차 106호"
292,경기,메가커피,동탄퍼스트코리아점,"경기도 화성시 동탄첨단산업1로 58 , 1층(영천동 , 퍼스트코리아)"
293,경기,메가커피,동탄푸른마을점,"경기도 화성시 10용사로 349-3, 1층 (능동)"
294,경기,메가커피,동탄프리미엄아울렛점,"경기도 화성시 동탄기흥로257번가길 16 , 1동 1층 (방교동 , 동탄프리미엄아울렛)"
295,경기,메가커피,동탄한림대병원점,"경기도 화성시 삼성1로 150 , 104호(석우동 , 석진파아란오피스텔)"
296,경기,메가커피,동탄호수공원점,"경기도 화성시 동탄순환대로 127-17 , 동탄2우성메디피아 108호(산척동)"
297,경기,메가커피,마두역점,"경기도 고양시 일산동구 장백로 184 , 101호(장항동 , 우신프라자)"
298,경기,메가커피,만안경찰서사거리점,"경기 안양시 만안구 수리산로 32 (안양동), 1층"
299,경기,메가커피,만안구청점,"경기도 안양시 만안구 안양로 119, 1층(안양동)"
300,경기,메가커피,망포늘푸른벽산점,"경기 수원시 영통구 영통로90번길 4-20 (망포동), 1층"
301,경기,메가커피,망포역점,"경기도 수원시 영통구 덕영대로 1547 , 1층 (영통동)"
302,경기,메가커피,망포포레스퀘어점,"경기도 수원시 영통구 덕영대로 1478, 112호 , 113호(망포동 , 망포역포레스퀘어)"
303,경기,메가커피,매교솔밭사거리점,"경기 수원시 팔달구 세지로 148 (인계동, 서진빌딩), 1층 102호"
304,경기,메가커피,모란역점,"경기도 성남시 중원구 광명로 4, 103호(성남동 , 아트팰리스)"
305,경기,메가커피,목감신도시점,"경기도 시흥시 목감남서로 9-27 , (조남동)"
306,경기,메가커피,목감중앙점,"경기도 시흥시 목감우회로 45 , 110호(목감동 , 한울플러스)"
307,경기,메가커피,미금역점,"경기도 성남시 분당구 돌마로 68 , 106호 (구미동)"
308,경기,메가커피,미사강변점,"경기도 하남시 미사강변대로 90, 1층 108호 (풍산동 , 승리타워)"
309,경기,메가커피,미사로데오점,"경기도 하남시 미사강변한강로 270-1 , 201동 1층 1-213호(망월동 , 미사강변호반써밋)"
310,경기,메가커피,미사역점,"경기도 하남시 미사강변동로 95, 1층 (망월동)"
311,경기,메가커피,미사중앙점,경기도 하남시 미사강변중앙로 219
312,경기,메가커피,민락코스트코점,"경기도 의정부시 용민로 493 , 111~112호 (민락동, 엘스퀘어)"
313,경기,메가커피,박달사거리점,"경기도 안양시 만안구 양화로 112, 1층(박달동)"
314,경기,메가커피,반월역점,"경기 안산시 상록구 건건로 123 (건건동, 한맥빌딩)"
315,경기,메가커피,배곧고점,"경기도 시흥시 배곧4로 87 , 110호 (정왕동 , 베스트프라자)"
316,경기,메가커피,배곧이지더원점,"경기도 시흥시 해송십리로 472-12 , (정왕동, 시흥배곧신도시 이지더원1차 더 퍼스트)상가"
317,경기,메가커피,배곧한라비발디점,"경기도 시흥시 배곧1로 27-16 , 상가3동 103호 (정왕동 , 한라비발디캠퍼스2차)"
318,경기,메가커피,백석안산공원사거리점,"경기 고양시 일산동구 중앙로 1079 (백석동, 백석역 더리브 스타일), 1층 107호"
319,경기,메가커피,백석역점,"경기도 고양시 일산동구 일산로 46 , 115호(백석동 , 남정씨티프라자3)"
320,경기,메가커피,범계로데오점,"경기도 안양시 동안구 평촌대로 223번길 28 , 11호(호계동 ,에이스프라자)"
321,경기,메가커피,범계벤처텔점,"경기도 안양시 동안구 시민대로 167, 1층 109호(비산동 , 안양벤처텔)"
322,경기,메가커피,범골역점,"경기도 의정부시 신흥로 134, (호원동)"
323,경기,메가커피,별내로데오점,"경기도 남양주시 별내중앙로 59 , 105호(별내동 , 예스프라자 프라이드)"
324,경기,메가커피,별내북부점,"경기도 남양주시 덕송2로10번길 30 , 1층 (별내동)"
325,경기,메가커피,별내역점,"경기 남양주시 별내중앙로 26 (별내동), 1층 116호, 117호"
326,경기,메가커피,별내중앙점,"경기도 남양주시 별내5로5번길 , 1층 103호 (별내동 , 지엔지프라자)"
327,경기,메가커피,별내카페거리점,"경기도 남양주시 순화궁로 349, 1층 (별내동)"
328,경기,메가커피,병점역점,"경기도 화성시 떡전골로 96-4 , 1층 (병점동, 미라클프라자)"
329,경기,메가커피,병점중앙점,"경기도 화성시 병점2로 22 , 외3필지 103호 (병점동)"
330,경기,메가커피,보라해링턴점,"경기 용인시 기흥구 사은로84번길 5 (보라동), 101호"
331,경기,메가커피,봉담원희캐슬점,"경기도 화성시 봉담읍 동화길 51 , 142호(프리미엄원희캐슬봉담)"
332,경기,메가커피,봉담점,"경기도 화성시 봉담읍 동화길 93-8 , 108호 (쌍용프라자)"
333,경기,메가커피,부천강남시장점,"경기도 부천시 옥산로 150 , 1층 (도당동)"
334,경기,메가커피,부천고리울점,"경기도 부천시 고리울로52번길 24, 1층(고강동)"
335,경기,메가커피,부천고점,"경기도 부천시 성주로 88 , 1층 (송내동)"
336,경기,메가커피,부천괴안점,"경기도 부천시 범안로 55, 1층 (괴안동)"
337,경기,메가커피,부천남부역점,"경기도 부천시 경인로 222 , 1층 (심곡본동)"
338,경기,메가커피,부천도당점,"경기도 부천시 삼작로 252 , 1층 (도당동)"
339,경기,메가커피,부천번영사거리점,"경기도 부천시 부흥로307번길 66, 1층 (중동)"
340,경기,메가커피,부천범박점,"경기도 부천시 양지로67번길 20, 1층(범박동)"
341,경기,메가커피,부천벚꽃동산점,"경기도 부천시 부천로 274, 1층 103호(도당동)"
342,경기,메가커피,부천북교사거리점,"경기도 부천시 조종로 3 , 1층 2호 (원미동)"
343,경기,메가커피,부천상동점,"경기도 부천시 상동로 113 , (상동, 승재프라자)1층114호(상동,승재프라자)"
344,경기,메가커피,부천상일사거리점,"경기도 부천시 조마루로85번길 7-11, 1층(상동)"
345,경기,메가커피,부천성곡사거리점,"경기도 부천시 삼작로 385 , 1층 (원종동)"
346,경기,메가커피,부천소사본점,"경기도 부천시 소사동로 82 , 102호(소사본동 , 센트럴프라자)"
347,경기,메가커피,부천소사초사거리점,"경기도 부천시 소사로 185, 1층"
348,경기,메가커피,부천송내법원점,"경기도 부천시 상일로122번길 38, 1층 일부호(상동)"
349,경기,메가커피,부천시청역점,"경기 부천시 길주로 199 (중동, 굿모닝프라자), 109호"
350,경기,메가커피,부천신흥시장점,"경기 부천시 평천로 723 (삼정동), 1층 106호"
351,경기,메가커피,부천심원중점,"경기도 부천시 계남로 335, 1층(춘의동)"
352,경기,메가커피,부천여월점,"경기도 부천시 삼작로306번길 7 , 101동 (여월동)"
353,경기,메가커피,부천역점,"경기도 부천시 부일로 460, 1층 103호(심곡동 , 시네마존)"
354,경기,메가커피,부천오정점,"경기도 부천시 오정동 725, 오정프라자 115호"
355,경기,메가커피,부천옥길중앙점,"경기도 부천시 범안로219번길 19 , 215호(옥길동 , 부천옥길자이)"
356,경기,메가커피,부천원미사거리점,"경기도 부천시 원미로124번길 6-16, 1층 일부 (원미동 , 영광빌딩)"
357,경기,메가커피,부천위브점,"경기도 부천시 신흥로 190 , (중동, 위브더스테이트)상가1동 110호"
358,경기,메가커피,부천중동시장점,"경기도 부천시 부흥로 197 , 104호(중동 , 드림씨티빌딩)"
359,경기,메가커피,부천중동현대점,"경기도 부천시 석천로169번길 34, 104호(중동 , 파크리움)"
360,경기,메가커피,부천진달래마을점,"경기 부천시 길주로 137 (상동, 그린힐), 1층 112호"
361,경기,메가커피,부천춘의점,"경기도 부천시 부천로198번길 27 , (춘의동)1층"
362,경기,메가커피,부천테크노파크점,"경기도 부천시 삼작로 22 , 100동 102호 (삼정동 , 부천테크노파크)"
363,경기,메가커피,분당느티마을점,"경기도 성남시 분당구 느티로69번길 8, 1층(정자동)"
364,경기,메가커피,분당목련마을점,"경기 성남시 분당구 야탑로 243 (야탑동, 부건프라자), 1층 101호"
365,경기,메가커피,분당시범단지점,"경기 성남시 분당구 중앙공원로40번길 42 (서현동, 우성종합상가), 49동 148호"
366,경기,메가커피,분당아름마을점,"경기도 성남시 분당구 판교로 442 , 1층 103호 (이매동 , 우일프라자빌딩)"
367,경기,메가커피,분당장안타운점,"경기도 성남시 분당구 불정로376번길 37 , (서현동, 범한프라자)"
368,경기,메가커피,분당제생병원점,"경기도 성남시 분당구 서현로180번길 13, 1층 103호(서현동 , 서현프라자)"
369,경기,메가커피,분당중탑점,"경기도 성남시 분당구 벌말로40번길 3, 1층(야탑동)"
370,경기,메가커피,분당테크노파크점,"경기 성남시 분당구 판교로 700 (야탑동, 분당테크노파크), 1층 102호"
371,경기,메가커피,분당효자점,"경기도 성남시 분당구 불정로 379 , 1동 1층 (서현동, 분당서현프라자)"
372,경기,메가커피,산본사거리점,"경기 군포시 고산로 696 (산본동, 메디칼빌딩), 1층 102호"
373,경기,메가커피,산본역점,"경기도 군포시 산본로323번길 4-17 , 03호(산본동 , 군포프라자)"
374,경기,메가커피,산본학원가점,"경기도 군포시 산본로 382, 1층(산본동)"
375,경기,메가커피,산성역점,"경기도 성남시 수정구 수정로 356 , 1층 (산성동)"
376,경기,메가커피,삼미시장점,"경기도 시흥시 수인로3381번길 12, (신천동)"
377,경기,메가커피,삼송신원마을점,"경기도 고양시 덕양구 권율대로 885 , 106호"
378,경기,메가커피,삼송지축듀클래스점,"경기 고양시 덕양구 삼막3길 5 (오금동, 고양삼송 한강듀클래스), B116호"
379,경기,메가커피,상동로데오점,"경기도 부천시 상동로 79 , 1층"
380,경기,메가커피,상록수역점,"경기도 안산시 상록구 용신로 393 , 112호 (본오동 , 청암빌딩)"
381,경기,메가커피,상현역점,"경기도 용인시 수지구 광교중앙로 304 , (상현동)1층103호"
382,경기,메가커피,서정리역점,"경기도 평택시 정암로 3 , 1층 (서정동)"
383,경기,메가커피,서판교점,"경기도 성남시 분당구 운중로 115, 105호(운중동)"
384,경기,메가커피,서현역점,"경기도 성남시 분당구 서현동 247-3 , 삼보프라자 104호"
385,경기,메가커피,석수역점,"경기도 안양시 만안구 경수대로 1430 , 103호 (석수동)"
386,경기,메가커피,선부중점,"경기도 안산시 단원구 달미로 106, 1층 101호(선부동)"
387,경기,메가커피,성남고등점,"경기 성남시 수정구 청계산로1길 27 (고등동), 1층 110호"
388,경기,메가커피,성남대로점,"경기도 성남시 수정구 산성대로 93번길 25, 지하1층 B105호(수진동 , 밀란체2)"
389,경기,메가커피,성남도촌점,"경기도 성남시 중원구 도촌남로 27 , 1층 108호 (도촌동 , 동강프라자)"
390,경기,메가커피,성남버스터미널점,"경기도 성남시 분당구 성남대로925번길 16 , 1층 (야탑동)"
391,경기,메가커피,성남상대원점,"경기도 성남시 중원구 금상로 59, 1층(금광동)"
392,경기,메가커피,성남센트럴타운점,"경기도 성남시 중원구 여수울로15번길 4-2, 1층 102호(여수동)"
393,경기,메가커피,성남시청점,"경기 성남시 중원구 양현로405번길 7 (여수동, 신야탑푸르지오시티2), 103,104호"
394,경기,메가커피,성남을지대점,"경기 성남시 수정구 산성대로 525 (양지동), 1층"
395,경기,메가커피,성남의료원점,"경기도 성남시 수정구 수정로 176 , 1층 (신흥동)"
396,경기,메가커피,성남제일초교점,"경기 성남시 중원구 시민로 66 (중앙동, 중앙동 힐스테이트 2차), 상가동 지하2층 101-11, 12, 13호"
397,경기,메가커피,성남중원구청점,"경기 성남시 중원구 제일로35번길 1 (성남동), 1층 102호, 103호"
398,경기,메가커피,성남중원점,"경기 성남시 중원구 금상로 110 (상대원동), 1층"
399,경기,메가커피,성남하대원점,"경기 성남시 중원구 둔촌대로 277 (하대원동), 1층 일부호"
400,경기,메가커피,세류역점,"경기도 수원시 권선구 정조로388번길 7-4 , (세류동)"
